MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV0256,Đỗ Huy Tú Phương,Nam,2004-05-07,Bắc Ninh,0637445112,CQ,CNTT,,
SV0257,Đỗ Văn Huy Minh,Nam,2000-09-05,Sơn La,0925558409,CQ,CNTT,,
SV0258,Trần Văn Huy Lan,Nữ,2005-05-12,Cần Thơ,0341736441,CLC,CNTT,,
SV0259,Hoàng Phương Hưng,Nữ,1998-11-08,Lai Châu,0880161289,CTTT,CNTT,,
SV0260,Nguyễn Huy Tú Hải,Nữ,2002-06-09,Gia Lai,0325189147,CQ,CNTT,,
SV0261,Hoàng Tú Quân Thắng,Nam,2000-11-03,Hà Tĩnh,0323594292,CTTT,CNTT,,
SV0262,Võ Huy Tú Trường,Nữ,2006-02-27,Cà Mau,0838248371,CTTT,CNTT,,
SV0263,Huỳnh Thị Kim Thanh,Nữ,2005-12-26,Lạng Sơn,0728239244,CLC,CNTT,,
SV0264,Hoàng Hào Nam Trúc,Nam,1999-10-22,Đồng Nai,0518338657,CQ,CNTT,,
SV0265,Hoàng Minh Hà Hiếu,Nữ,1999-11-30,Vĩnh Phúc,0736960128,CLC,CNTT,,
SV0266,Lê Huy Ngân,Nữ,2004-04-17,Hòa Bình,0712183653,CLC,CNTT,,
SV0267,Hoàng Đức Long Thắm,Nam,1999-10-25,An Giang,0555528691,VP,CNTT,,
SV0268,Trần Minh Phong,Nữ,1998-12-12,Tuyên Quang,0434953417,CQ,CNTT,,
SV0269,Phạm Văn Huy Khánh,Nam,2005-11-26,Thái Nguyên,0769614859,CLC,CNTT,,
SV0270,Đỗ Văn Mai,Nam,2001-05-04,Long An,0977402198,CTTT,CNTT,,
SV0271,Đặng Tú Quân Hồng,Nam,2004-07-29,Ninh Thuận,0851884279,CLC,CNTT,,
SV0272,Phạm Minh Hà Anh,Nam,1999-12-23,Thừa Thiên Huế,0908642373,CTTT,CNTT,,
SV0273,Võ Huy Tú Nguyệt,Nam,2000-08-06,Vĩnh Long,0580135893,CTTT,CNTT,,
SV0274,Trần Huy Tú Khánh,Nam,2000-04-21,Vĩnh Long,0600464166,CQ,CNTT,,
SV0275,Lê Minh Anh,Nữ,2004-10-28,Nghệ An,0551468339,CQ,CNTT,,
SV0276,Phạm Thị Phong,Nam,1999-01-18,Lai Châu,0618728032,CTTT,CNTT,,
SV0277,Hoàng Minh Hà Hiếu,Nữ,2002-02-07,Phú Yên,0467603327,CTTT,CNTT,,
SV0278,Bùi Đức Mai,Nam,1998-12-04,Ninh Bình,0687345254,CTTT,CNTT,,
SV0279,Nguyễn Huy Tú Dương,Nữ,2004-12-12,Tuyên Quang,0998420252,CLC,CNTT,,
SV0280,Phạm Thị Thắm,Nam,2000-09-12,Long An,0926358421,CLC,CNTT,,
SV0281,Trần Thị Kim Hải,Nữ,2004-11-23,Nam Định,0438482908,VP,CNTT,,
SV0282,Võ Thành Đức Hưng,Nam,2005-12-29,Hà Nam,0978261922,CQ,CNTT,,
SV0283,Trần Văn Huy Nam,Nữ,2005-05-25,Kiên Giang,0979696493,CQ,CNTT,,
SV0284,Đỗ Thị Trúc,Nam,2000-05-28,Ninh Bình,0351679635,CQ,CNTT,,
SV0285,Trần Thị Trang,Nam,1999-07-25,Quảng Ninh,0425824333,CQ,CNTT,,
SV0286,Đỗ Tú Quân Phúc,Nam,2001-04-26,Yên Bái,0683620241,CQ,CNTT,,
SV0287,Phạm Phương Anh Hải,Nam,2004-02-27,Tây Ninh,0708197968,CQ,CNTT,,
SV0288,Hoàng Tú Quân Anh,Nam,1999-03-27,Điện Biên,0647673656,VP,CNTT,,
SV0289,Bùi Phương Anh Khải,Nam,2001-07-14,TP. Hồ Chí Minh,0397731722,VP,CNTT,,
SV0290,Đặng Minh Thắng,Nam,1999-02-13,Hà Giang,0888604712,VP,CNTT,,
SV0291,Hoàng Phương Thắng,Nam,2002-02-26,Bạc Liêu,0848105127,CLC,CNTT,,
SV0292,Võ Như Bảo,Nữ,2004-09-29,Phú Thọ,0964748929,CTTT,CNTT,,
SV0293,Võ Hồng Hà,Nữ,2003-01-11,Quảng Ninh,0667885565,VP,CNTT,,
SV0294,Lê Huy Tú Khải,Nam,2001-02-16,Cao Bằng,0641512763,CTTT,CNTT,,
SV0295,Phạm Thành Quang,Nam,1998-08-12,Hưng Yên,0302750983,CLC,CNTT,,
SV0296,Hoàng Đức Long Linh,Nữ,2004-11-21,Bình Thuận,0542176866,CTTT,CNTT,,
SV0297,Hoàng Thành Hoàng,Nữ,2005-10-08,Bắc Giang,0903526052,VP,CNTT,,
SV0298,Đỗ Thành Đức Linh,Nữ,2005-07-05,Quảng Trị,0770522160,VP,CNTT,,
SV0299,Trần Phương Thành,Nữ,2001-07-28,Thanh Hóa,0909350062,CTTT,CNTT,,
SV0300,Lê Phương Anh Tâm,Nữ,1999-10-05,Cao Bằng,0529346928,CLC,CNTT,,
SV0301,Phạm Phương Bảo,Nữ,2002-05-06,Bạc Liêu,0569019521,CQ,CNTT,,
SV0302,Trần Thị Thành,Nữ,2005-09-19,Cà Mau,0941255671,CLC,CNTT,,
SV0303,Huỳnh Phương Thúy,Nữ,2002-03-03,Bình Định,0924845686,CTTT,CNTT,,
SV0304,Trần Hồng Thúy,Nữ,2000-09-26,Bắc Giang,0967366257,CQ,CNTT,,
SV0305,Bùi Thành Đức Hưng,Nam,2004-08-23,Bình Thuận,0505500966,CTTT,CNTT,,
SV0306,Đặng Tú Quân Thảo,Nữ,1998-08-06,Đồng Tháp,0895501024,CTTT,CNTT,,
SV0307,Phạm Đức Thúy,Nam,1999-02-19,Gia Lai,0953407218,CLC,CNTT,,
SV0308,Nguyễn Minh Hà Diệu,Nữ,2003-04-06,Cà Mau,0753173927,CTTT,CNTT,,
SV0309,Trần Tú Thùy,Nữ,2006-03-08,Đồng Tháp,0909196192,VP,CNTT,,
SV0310,Trần Huy Tú Thanh,Nữ,2005-01-23,Tuyên Quang,0365869149,CLC,CNTT,,
SV0311,Huỳnh Văn Hoàng,Nữ,1999-03-08,Nam Định,0708258087,VP,CNTT,,
SV0312,Hoàng Hào Nam Hiếu,Nam,2000-09-05,An Giang,0797467391,VP,CNTT,,
SV0313,Lê Tú Trúc,Nữ,2000-09-02,Hậu Giang,0787133286,CTTT,CNTT,,
SV0314,Hoàng Thị Kim Ngọc,Nam,1998-09-04,Vĩnh Phúc,0636587525,CQ,CNTT,,
SV0315,Võ Văn Huy Thắng,Nữ,2004-10-19,Bến Tre,0839597389,VP,CNTT,,
SV0316,Võ Quốc Việt Quỳnh,Nữ,1999-03-03,TP. Hồ Chí Minh,0336767016,CTTT,CNTT,,
SV0317,Trần Như Trang,Nam,2001-09-10,Bình Thuận,0551228948,CQ,CNTT,,
SV0318,Võ Huy Hiếu,Nam,2002-07-21,Bạc Liêu,0636223806,CQ,CNTT,,
SV0319,Võ Thành Đức Khánh,Nữ,2006-03-13,Lai Châu,0891605411,CLC,CNTT,,
SV0320,Đặng Minh Hà Nguyệt,Nam,1998-07-24,Vĩnh Phúc,0390337299,CTTT,CNTT,,
SV0321,Phạm Phương Anh Thúy,Nữ,2001-09-21,Bình Phước,0598874223,CTTT,CNTT,,
SV0322,Huỳnh Huy Hưng,Nam,2003-10-27,Ninh Thuận,0500943897,CQ,CNTT,,
SV0323,Huỳnh Thị Kim Nguyệt,Nam,2005-10-17,Sơn La,0607988895,VP,CNTT,,
SV0324,Phạm Thị Minh,Nữ,2006-03-01,Bắc Giang,0927161461,CTTT,CNTT,,
SV0325,Hoàng Thành Bình,Nữ,2004-07-22,Đồng Tháp,0705688439,CQ,CNTT,,
SV0326,Phạm Văn Duy,Nữ,2000-10-23,Quảng Nam,0507794149,CTTT,CNTT,,
SV0327,Huỳnh Tú Quân Tú,Nam,2004-06-11,Phú Thọ,0554992756,VP,CNTT,,
SV0328,Trần Minh Phượng,Nam,2001-01-23,Bắc Giang,0913283888,VP,CNTT,,
SV0329,Võ Đức Long Hòa,Nam,2003-06-23,Phú Yên,0693322797,CLC,CNTT,,
SV0330,Hoàng Đức Tâm,Nữ,2001-03-27,Quảng Trị,0534886367,CTTT,CNTT,,
SV0331,Võ Minh Hà Thanh,Nữ,2000-08-04,Cần Thơ,0684451985,CQ,CNTT,,
SV0332,Trần Tú Quân Thúy,Nam,2003-08-19,Bình Phước,0310594193,VP,CNTT,,
SV0333,Trần Đức Phong,Nam,2004-11-29,Lâm Đồng,0815473010,CQ,CNTT,,
SV0334,Bùi Thị Bảo,Nữ,2000-07-10,Đồng Nai,0793952174,CTTT,CNTT,,
SV0335,Võ Quốc Việt Hương,Nữ,2000-10-24,TP. Hồ Chí Minh,0969092842,CTTT,CNTT,,
SV0336,Hoàng Thành Đức Lan,Nữ,2001-03-09,Hải Phòng,0723441068,CLC,CNTT,,
SV0337,Phạm Quốc Việt Thúy,Nữ,2006-05-28,Bắc Kạn,0394668841,VP,CNTT,,
SV0338,Bùi Văn Ngân,Nam,2003-09-04,Đà Nẵng,0598743703,CQ,CNTT,,
SV0339,Lê Minh Thúy,Nam,2002-11-15,Vĩnh Phúc,0484246188,CQ,CNTT,,
SV0340,Đỗ Hào Nam Quang,Nữ,2006-05-14,Trà Vinh,0827256713,CQ,CNTT,,
SV0341,Hoàng Thành Đức Thắng,Nữ,2003-09-18,Kon Tum,0471849539,VP,CNTT,,
SV0342,Hoàng Như Đức,Nữ,2001-12-31,Hà Nam,0804763192,CTTT,CNTT,,
SV0343,Đặng Văn Huy Khánh,Nam,2001-09-06,Phú Thọ,0624187184,VP,CNTT,,
SV0344,Huỳnh Hào Nam Trúc,Nữ,2003-08-04,Bắc Giang,0473204838,CQ,CNTT,,
SV0345,Lê Minh Tâm,Nữ,1999-04-22,Bà Rịa - Vũng Tàu,0563082489,VP,CNTT,,
SV0346,Hoàng Văn Hoàng,Nam,2005-05-11,Yên Bái,0525437673,CQ,CNTT,,
SV0347,Võ Thị Kim Hiếu,Nam,2004-09-11,Đồng Tháp,0747320015,CQ,CNTT,,
SV0348,Phạm Huy Phượng,Nữ,2004-04-18,Thái Bình,0833177262,VP,CNTT,,
SV0349,Đặng Phương Dương,Nam,2005-08-02,Cao Bằng,0384790353,CLC,CNTT,,
SV0350,Đỗ Như Lan,Nữ,1998-12-18,Ninh Thuận,0561515340,CLC,CNTT,,
SV0351,Đỗ Văn Huy Hiếu,Nữ,2000-12-28,Hải Dương,0882472051,CQ,CNTT,,
SV0352,Lê Tú Phúc,Nam,2004-02-17,Hải Phòng,0352946762,CQ,CNTT,,
SV0353,Phạm Đức Anh,Nam,2001-09-20,Bạc Liêu,0407468875,CQ,CNTT,,
SV0354,Đặng Tú Đức,Nam,2001-02-23,Vĩnh Long,0551272956,VP,CNTT,,
SV0355,Nguyễn Minh Hà Thảo,Nữ,2004-11-07,Bình Thuận,0371191443,CLC,CNTT,,
SV0356,Bùi Huy Tú Linh,Nam,2000-04-04,Đắk Lắk,0417638277,VP,CNTT,,
SV0357,Hoàng Minh Hà Lan,Nam,2000-01-09,Thái Bình,0429642641,CTTT,CNTT,,
SV0358,Nguyễn Đức Tuấn,Nam,2000-07-14,Cà Mau,0733921964,CQ,CNTT,,
SV0359,Nguyễn Tú Quân Đạt,Nữ,2006-04-20,Thái Bình,0909147264,CQ,CNTT,,
SV0360,Võ Phương Linh,Nữ,2005-05-28,Trà Vinh,0878277814,VP,CNTT,,
SV0361,Lê Quốc Việt Ngân,Nam,2002-12-09,Thái Bình,0377374815,CTTT,CNTT,,
SV0362,Đặng Huy Dương,Nữ,2000-01-03,Sơn La,0646903553,CLC,CNTT,,
SV0363,Hoàng Đức Phương,Nam,2002-07-19,Bình Định,0672185009,CLC,CNTT,,
SV0364,Huỳnh Văn Huy Tuấn,Nam,2000-10-26,Lai Châu,0878199660,VP,CNTT,,
SV0365,Võ Như Thúy,Nam,2001-09-10,Gia Lai,0906151808,CTTT,CNTT,,
SV0366,Phạm Như Lan,Nữ,2003-04-23,Hậu Giang,0582388058,CTTT,CNTT,,
SV0367,Đỗ Đức Long Phúc,Nam,2001-02-04,Cao Bằng,0912682594,CQ,CNTT,,
SV0368,Võ Quốc Việt Phúc,Nữ,1999-06-18,Hưng Yên,0805063516,CLC,CNTT,,
SV0369,Đặng Thành Đức Hà,Nam,1998-10-09,Hà Nam,0447914299,CQ,CNTT,,
SV0370,Đặng Như Thanh,Nữ,2002-11-02,Hưng Yên,0937360385,CLC,CNTT,,
SV0371,Đỗ Quốc Việt Hải,Nam,2000-11-25,Đắk Lắk,0806598234,CTTT,CNTT,,
SV0372,Nguyễn Hồng Đạt,Nữ,2002-04-07,Cần Thơ,0409646652,VP,CNTT,,
SV0373,Phạm Đức Long Tú,Nữ,2005-10-09,Bắc Ninh,0883116003,CLC,CNTT,,
SV0374,Trần Quốc Việt Phương,Nữ,2002-12-09,Hà Nam,0313086385,CLC,CNTT,,
SV0375,Phạm Đức Hải,Nam,2003-12-19,Bà Rịa - Vũng Tàu,0613254922,CLC,CNTT,,
SV0376,Hoàng Minh Thảo,Nữ,2004-10-12,Bình Phước,0312128539,CLC,CNTT,,
SV0377,Trần Như Ngọc,Nữ,1999-06-23,Hà Nội,0320653100,CQ,CNTT,,
SV0378,Bùi Tú Tâm,Nữ,1999-01-17,Hòa Bình,0599147683,VP,CNTT,,
SV0379,Hoàng Huy Tú Đạt,Nam,2001-10-21,Cao Bằng,0921251294,CLC,CNTT,,
SV0380,Võ Minh Hà Hải,Nữ,2005-11-26,Quảng Ngãi,0585635140,CLC,CNTT,,
SV0381,Bùi Minh Hà Lan,Nữ,2003-01-22,Tây Ninh,0688633896,CLC,CNTT,,
SV0382,Đặng Hồng Thắng,Nữ,2001-09-13,Điện Biên,0748138557,VP,CNTT,,
SV0383,Bùi Minh Hà Thúy,Nữ,2000-10-05,Hà Nội,0728099518,CTTT,CNTT,,
SV0384,Hoàng Văn Huy Thúy,Nữ,2001-11-05,Đà Nẵng,0630543842,CLC,CNTT,,
SV0385,Nguyễn Phương Thắng,Nam,2004-07-10,Bình Dương,0954305626,CTTT,CNTT,,
SV0386,Bùi Thị Kim Anh,Nữ,2003-04-04,Bắc Kạn,0560006572,CTTT,CNTT,,
SV0387,Trần Tú Quân Minh,Nữ,2006-05-28,Bắc Giang,0318059282,CTTT,CNTT,,
SV0388,Hoàng Tú Quân Đức,Nam,2004-08-29,Lai Châu,0569750038,CTTT,CNTT,,
SV0389,Phạm Tú Hoàng,Nữ,2004-03-29,Bình Định,0706443584,CQ,CNTT,,
SV0390,Đặng Tú Phượng,Nữ,2002-04-14,Bạc Liêu,0379145575,CTTT,CNTT,,
SV0391,Huỳnh Văn Huy Hương,Nữ,2005-02-23,Lâm Đồng,0599880107,CTTT,CNTT,,
SV0392,Bùi Đức Quỳnh,Nam,2000-10-31,Đà Nẵng,0809758585,CTTT,CNTT,,
SV0393,Huỳnh Tú Quân Thảo,Nữ,2000-09-29,Vĩnh Phúc,0663618021,CTTT,CNTT,,
SV0394,Huỳnh Phương Khánh,Nam,1999-05-16,Hòa Bình,0904548741,VP,CNTT,,
SV0395,Hoàng Thị Kim Hoàng,Nam,2002-09-27,Kon Tum,0963603198,CQ,CNTT,,
SV0396,Phạm Tú Thành,Nam,2000-06-29,Hưng Yên,0810226655,CLC,CNTT,,
SV0397,Lê Như Hồng,Nữ,1999-04-10,Sơn La,0406793811,CQ,CNTT,,
SV0398,Huỳnh Đức Long Đức,Nam,2000-06-22,Cà Mau,0843372861,CTTT,CNTT,,
SV0399,Đỗ Tú Quân Thắm,Nam,2001-10-02,Hà Tĩnh,0826790536,CTTT,CNTT,,
SV0400,Hoàng Quốc Việt Tú,Nữ,1999-12-21,TP. Hồ Chí Minh,0717723383,CTTT,CNTT,,
SV0401,Đặng Đức Thảo,Nam,2001-08-31,Trà Vinh,0363001874,CTTT,CNTT,,
SV0402,Võ Quốc Việt Đạt,Nam,2004-06-22,Thanh Hóa,0817690235,VP,CNTT,,
SV0403,Võ Thị Kim Tâm,Nam,2006-05-23,Bình Định,0987148398,CTTT,CNTT,,
SV0404,Huỳnh Quốc Việt Tú,Nam,2001-06-02,Long An,0547419577,VP,CNTT,,
SV0405,Trần Tú Thúy,Nữ,2000-06-21,Kon Tum,0396035484,CLC,CNTT,,
SV0406,Đặng Tú Quân Anh,Nam,2002-01-29,Bắc Giang,0972380246,VP,CNTT,,
SV0407,Phạm Văn Huy Thùy,Nam,2000-09-23,Bắc Ninh,0682968609,VP,CNTT,,
SV0408,Huỳnh Văn Anh,Nữ,1999-11-01,Tiền Giang,0751052311,VP,CNTT,,
SV0409,Bùi Thị Kim Bình,Nữ,1999-07-12,Thái Nguyên,0685888350,VP,CNTT,,
SV0410,Đỗ Hồng Thắng,Nam,2002-06-01,Quảng Nam,0668526397,CLC,CNTT,,
SV0411,Võ Hào Nam Nam,Nữ,2004-07-25,Điện Biên,0986041647,VP,CNTT,,
SV0412,Hoàng Như Hoàng,Nữ,2004-06-20,An Giang,0356790801,VP,CNTT,,
SV0413,Trần Phương Hương,Nam,2003-09-13,Vĩnh Phúc,0418216282,CLC,CNTT,,
SV0414,Võ Minh Hà Minh,Nam,2000-09-05,Lào Cai,0414102115,CLC,CNTT,,
SV0415,Hoàng Đức Long Thùy,Nam,2001-02-26,Gia Lai,0923603486,CQ,CNTT,,
SV0416,Phạm Hào Nam Quỳnh,Nam,2006-02-16,Đồng Tháp,0555567055,CLC,CNTT,,
SV0417,Bùi Huy Tú Phượng,Nữ,2001-01-21,Quảng Bình,0463915978,CTTT,CNTT,,
SV0418,Hoàng Minh Hà Dương,Nam,2001-06-15,Cao Bằng,0804433381,CTTT,CNTT,,
SV0419,Lê Như Hải,Nam,1998-11-25,Sóc Trăng,0310801513,CTTT,CNTT,,
SV0420,Đặng Minh Thanh,Nam,2003-06-16,Thái Bình,0611527106,CTTT,CNTT,,
SV0421,Võ Huy Tú Thắng,Nam,1999-06-01,Hà Nam,0774872080,VP,CNTT,,
SV0422,Huỳnh Quốc Việt Bình,Nam,2005-10-10,Ninh Bình,0923140471,CLC,CNTT,,
SV0423,Nguyễn Thị Kim Quỳnh,Nam,2004-11-13,Hậu Giang,0794820632,VP,CNTT,,
SV0424,Trần Tú Hòa,Nam,2000-12-14,Quảng Bình,0561065523,CQ,CNTT,,
SV0425,Huỳnh Đức Quỳnh,Nữ,2000-05-19,Long An,0676078754,VP,CNTT,,
SV0426,Huỳnh Đức Nam,Nam,2004-02-03,Sơn La,0715304244,CLC,CNTT,,
SV0427,Hoàng Phương Anh Hoàng,Nam,2004-03-30,Thừa Thiên Huế,0326322558,CQ,CNTT,,
SV0428,Bùi Quốc Việt Phương,Nam,2004-10-21,Khánh Hòa,0663016900,VP,CNTT,,
SV0429,Hoàng Văn Nam,Nam,2006-02-10,Bắc Giang,0493550773,CLC,CNTT,,
SV0430,Huỳnh Thành Hồng,Nữ,2005-09-30,Hưng Yên,0830900816,CQ,CNTT,,
SV0431,Nguyễn Hồng Thắm,Nam,1998-09-09,Đồng Nai,0720971951,CTTT,CNTT,,
SV0432,Phạm Quốc Việt Quỳnh,Nam,2000-03-09,Trà Vinh,0353810283,CLC,CNTT,,
SV0433,Đặng Huy Trúc,Nữ,2003-04-08,Nghệ An,0480424306,CTTT,CNTT,,
SV0434,Nguyễn Hồng Thanh,Nam,2003-04-16,Quảng Nam,0661921722,VP,CNTT,,
SV0435,Đặng Như Hòa,Nam,2003-07-24,Thái Nguyên,0506108662,CQ,CNTT,,
SV0436,Bùi Huy Phượng,Nam,2002-04-19,Kiên Giang,0953960279,CTTT,CNTT,,
SV0437,Hoàng Văn Huy Duy,Nam,2001-05-08,Bắc Giang,0340287892,CLC,CNTT,,
SV0438,Võ Tú Quân Phúc,Nam,2004-06-17,Quảng Ngãi,0642656800,CLC,CNTT,,
SV0439,Nguyễn Phương Lan,Nam,2002-08-22,Tiền Giang,0677331309,CQ,CNTT,,
SV0440,Trần Như Thúy,Nữ,2000-05-23,Tiền Giang,0913390579,CQ,CNTT,,
SV0441,Lê Thị Trường,Nữ,2006-06-07,Hòa Bình,0364095395,CLC,CNTT,,
SV0442,Trần Huy Tú Đức,Nam,1998-07-23,Bình Phước,0838949840,CLC,CNTT,,
SV0443,Bùi Huy Tú Thúy,Nữ,2001-02-18,Quảng Nam,0594294328,CTTT,CNTT,,
SV0444,Bùi Tú Quân Nguyệt,Nam,2005-04-04,Bà Rịa - Vũng Tàu,0947585485,CLC,CNTT,,
SV0445,Trần Thị Kim Tâm,Nữ,1998-10-23,Phú Thọ,0875838574,CTTT,CNTT,,
SV0446,Hoàng Phương Quỳnh,Nam,2002-01-19,Đồng Nai,0982147577,VP,CNTT,,
SV0447,Lê Thành Đức Quỳnh,Nam,2000-11-30,Sóc Trăng,0689467022,CQ,CNTT,,
SV0448,Lê Quốc Việt Thúy,Nam,2005-05-01,Thái Bình,0558536475,CTTT,CNTT,,
SV0449,Bùi Văn Huy Thúy,Nam,2004-02-23,Bình Phước,0304993443,CLC,CNTT,,
SV0450,Trần Hào Nam Điền,Nữ,2005-08-05,Nghệ An,0578129039,CQ,CNTT,,
SV0451,Huỳnh Tú Tâm,Nữ,2000-01-09,Bà Rịa - Vũng Tàu,0764324382,CTTT,CNTT,,
SV0452,Phạm Minh Hà Hương,Nam,2000-03-31,Hải Dương,0868940386,VP,CNTT,,
SV0453,Trần Thị Kim Bình,Nam,2002-06-02,Hà Giang,0888076513,CLC,CNTT,,
SV0454,Trần Thị Anh,Nữ,2006-03-30,Vĩnh Long,0645326766,VP,CNTT,,
SV0455,Bùi Đức Phúc,Nữ,1998-09-28,Bến Tre,0442048371,CTTT,CNTT,,
SV0456,Hoàng Minh Hà Thành,Nam,2001-05-05,Yên Bái,0857516138,CTTT,CNTT,,
SV0457,Hoàng Quốc Việt Trúc,Nam,1998-10-22,Hà Nội,0904041852,CTTT,CNTT,,
SV0458,Trần Minh Hồng,Nam,2005-01-08,Sơn La,0662507568,CLC,CNTT,,
SV0459,Bùi Văn Huy Phong,Nữ,2002-01-10,Bà Rịa - Vũng Tàu,0898642443,CTTT,CNTT,,
SV0460,Phạm Minh Hà Nguyệt,Nữ,2005-01-05,Vĩnh Long,0827876747,CLC,CNTT,,
SV0461,Phạm Minh Thắng,Nam,1999-07-17,Bắc Ninh,0731585434,VP,CNTT,,
SV0462,Đặng Hào Nam Anh,Nữ,2000-12-15,Đắk Nông,0957744293,VP,CNTT,,
SV0463,Hoàng Thị Thúy,Nữ,2000-07-15,Ninh Thuận,0900820244,VP,CNTT,,
SV0464,Bùi Đức Minh,Nữ,2001-03-19,Đắk Nông,0741344695,VP,CNTT,,
SV0465,Bùi Quốc Việt Đức,Nữ,2002-03-21,Thái Nguyên,0537078396,VP,CNTT,,
SV0466,Hoàng Thị Diệu,Nữ,1999-02-06,Trà Vinh,0673730924,CTTT,CNTT,,
SV0467,Huỳnh Đức Minh,Nam,2003-06-27,Quảng Ngãi,0678311734,CLC,CNTT,,
SV0468,Đặng Phương Phượng,Nữ,2004-11-21,Hà Nội,0595492480,VP,CNTT,,
SV0469,Trần Quốc Việt Linh,Nữ,2005-07-10,Cà Mau,0668545692,CTTT,CNTT,,
SV0470,Hoàng Văn Huy Ngọc,Nam,2000-03-19,Đà Nẵng,0824904004,CLC,CNTT,,
SV0471,Nguyễn Huy Tú Phúc,Nữ,2005-01-05,Sóc Trăng,0865313971,VP,CNTT,,
SV0472,Huỳnh Phương Nam,Nữ,2001-07-17,Vĩnh Phúc,0965230193,CTTT,CNTT,,
SV0473,Lê Minh Hà Thắm,Nam,2001-10-22,Sóc Trăng,0991682543,CQ,CNTT,,
SV0474,Võ Thị Thanh,Nam,1999-10-19,Gia Lai,0949414708,CTTT,CNTT,,
SV0475,Hoàng Đức Long Trường,Nam,2003-05-19,Nghệ An,0853446048,CTTT,CNTT,,
SV0476,Lê Minh Ngân,Nam,2003-05-31,Đà Nẵng,0510003861,CLC,CNTT,,
SV0477,Phạm Hào Nam Duy,Nam,2001-12-07,Hà Nội,0617093661,CLC,CNTT,,
SV0478,Lê Tú Trường,Nam,2005-08-30,Tiền Giang,0787017130,CTTT,CNTT,,
SV0479,Huỳnh Minh Đức,Nữ,2005-11-11,Bắc Kạn,0532226784,CTTT,CNTT,,
SV0480,Hoàng Hồng Đức,Nữ,2001-03-03,Cần Thơ,0537427859,CTTT,CNTT,,
SV0481,Trần Minh Trường,Nữ,2006-02-23,Thái Bình,0674899381,CLC,CNTT,,
SV0482,Lê Tú Nguyệt,Nam,1999-01-24,Đắk Nông,0401594463,VP,CNTT,,
SV0483,Hoàng Phương Anh Bảo,Nam,2002-10-02,Hưng Yên,0867646271,CQ,CNTT,,
SV0484,Hoàng Văn Nguyệt,Nam,2001-05-31,Cần Thơ,0686601733,CQ,CNTT,,
SV0485,Huỳnh Tú Quân Duy,Nam,2005-09-15,Trà Vinh,0620214183,CQ,CNTT,,
SV0486,Đặng Quốc Việt Trang,Nữ,2005-05-21,Hà Nội,0857507451,CLC,CNTT,,
SV0487,Nguyễn Tú Quân Diệu,Nữ,2002-03-05,Quảng Nam,0381947728,CTTT,CNTT,,
SV0488,Hoàng Hồng Tân,Nam,1998-12-22,Hà Tĩnh,0822341193,VP,CNTT,,
SV0489,Trần Phương Linh,Nữ,2005-11-04,Bình Định,0508563272,CQ,CNTT,,
SV0490,Bùi Thành Thắm,Nam,2006-05-14,Phú Yên,0712621553,VP,CNTT,,
SV0491,Bùi Hồng Thúy,Nữ,1999-09-13,Quảng Bình,0726905991,CQ,CNTT,,
SV0492,Phạm Quốc Việt Thành,Nữ,2002-08-07,Bạc Liêu,0400642097,CLC,CNTT,,
SV0493,Hoàng Thị Kim Thúy,Nữ,2003-10-19,Đồng Tháp,0794864423,CTTT,CNTT,,
SV0494,Phạm Minh Đức,Nữ,2000-12-24,Quảng Ninh,0453714988,CTTT,CNTT,,
SV0495,Phạm Hào Nam Tâm,Nữ,2004-10-11,Long An,0601517780,CLC,CNTT,,
SV0496,Nguyễn Thành Ngọc,Nam,2004-06-28,Long An,0417611530,VP,CNTT,,
SV0497,Đỗ Tú Tâm,Nam,1999-12-06,Sơn La,0719032456,CQ,CNTT,,
SV0498,Nguyễn Văn Huy Hoàng,Nữ,2005-05-13,Hưng Yên,0469391537,CTTT,CNTT,,
SV0499,Hoàng Phương Anh Thùy,Nam,2004-06-06,Đắk Lắk,0408805900,CLC,CNTT,,
SV0500,Trần Thành Anh,Nữ,2005-09-03,Đắk Nông,0930679874,CQ,CNTT,,
SV0501,Trần Tú Quân Hòa,Nam,2001-01-15,Thừa Thiên Huế,0463631098,VP,CNTT,,
SV0502,Đặng Thành Hưng,Nam,2004-09-11,Lai Châu,0370510210,CTTT,CNTT,,
SV0503,Huỳnh Văn Thảo,Nữ,2003-06-08,Nam Định,0593924765,CQ,CNTT,,
SV0504,Bùi Văn Huy Hà,Nam,1999-11-30,Hải Dương,0491383232,CTTT,CNTT,,
SV0505,Hoàng Thành Đức Nam,Nam,2001-08-30,Khánh Hòa,0914831625,CLC,CNTT,,
SV0506,Đỗ Minh Hà Thanh,Nam,1999-09-02,Nghệ An,0538898928,VP,CNTT,,
SV0507,Phạm Như Linh,Nam,2002-05-24,Gia Lai,0394580379,CTTT,CNTT,,
SV0508,Võ Phương Khánh,Nữ,2000-12-14,Quảng Trị,0723114179,CLC,CNTT,,
SV0509,Hoàng Huy Thắm,Nữ,2003-02-12,Đồng Nai,0908184387,CLC,CNTT,,
SV0510,Trần Văn Huy Khánh,Nữ,2000-04-09,Cao Bằng,0859855846,CTTT,CNTT,,
SV0511,Phạm Tú Tâm,Nam,2003-11-22,Quảng Nam,0632231072,CTTT,CNTT,,
